date,mac,provider,access_point,signal_strength,"quality,unknown2",frequency,stations,device,station_count
2021-12-03 5:10:48 PM,84:3D:C6:AD:80:60,"""""","""eduroam""",-68,72,,"""Ch 6 [2.437 GHz]""","""4 Stations, 29Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:10:48 PM,00:3A:7D:27:BA:30,"""""","""eduroam""",-68,72,,"""Ch 1 [2.412 GHz]""","""3 Stations, 45Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:10:48 PM,84:3D:C6:C7:C2:00,"""""","""eduroam""",-46,89,,"""Ch 1 [2.412 GHz]""","""2 Stations, 38Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:53 PM,84:3D:C6:C7:EF:20,"""""","""eduroam""",-84,29,,"""Ch 6 [2.437 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,84:3D:C6:B9:2C:A0,"""""","""eduroam""",-84,29,,"""Ch 1 [2.412 GHz]""","""0 Stations, 26Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,00:3A:7D:34:7C:10,"""""","""eduroam""",-72,62,,"""Ch 11 [2.462 GHz]""","""0 Stations, 46Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,00:3A:7D:12:45:80,"""""","""eduroam""",-82,33,,"""Ch 1 [2.412 GHz]""","""0 Stations, 49Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,00:3A:7D:34:E4:F0,"""""","""eduroam""",-81,35,,"""Ch 1 [2.412 GHz]""","""1 Station, 52Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:53 PM,84:3D:C6:B4:EA:50,"""""","""eduroam""",-76,50,,"""Ch 1 [2.412 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,84:3D:C6:AD:80:6F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""12 Stations, 2Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","12
"
2021-12-03 5:10:53 PM,84:3D:C6:B8:F3:5F,"""""","""eduroam""",-80,38,,"""Ch 64 [5.320 GHz]""","""11 Stations, 0Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","11
"
2021-12-03 5:10:53 PM,00:3A:7D:34:EB:70,"""""","""eduroam""",-83,31,,"""Ch 11 [2.462 GHz]""","""0 Stations, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,00:3A:7D:34:E8:B0,"""""","""eduroam""",-82,33,,"""Ch 11 [2.462 GHz]""","""1 Station, 29Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:53 PM,84:3D:C6:AD:80:C0,"""""","""eduroam""",-80,38,,"""Ch 6 [2.437 GHz]""","""2 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:53 PM,00:3A:7D:21:43:7F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""18 Stations, 12Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","18
"
2021-12-03 5:10:53 PM,84:3D:C6:B8:F3:50,"""""","""eduroam""",-63,81,,"""Ch 11 [2.462 GHz]""","""3 Stations, 40Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:10:53 PM,00:3A:7D:21:43:70,"""""","""eduroam""",-70,67,,"""Ch 6 [2.437 GHz]""","""0 Stations, 53Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,84:3D:C6:B9:2B:90,"""""","""eduroam""",-73,60,,"""Ch 1 [2.412 GHz]""","""0 Stations, 36Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:53 PM,84:3D:C6:C7:F1:E0,"""""","""eduroam""",-66,78,,"""Ch 6 [2.437 GHz]""","""3 Stations, 33Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:10:53 PM,84:3D:C6:AD:B3:DF,"""""","""eduroam""",-65,80,,"""Ch 60 [5.300 GHz]""","""4 Stations, 1Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:10:53 PM,84:3D:C6:C7:F1:EF,"""""","""eduroam""",-80,38,,"""Ch 52 [5.260 GHz]""","""2 Stations, 3Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:53 PM,84:3D:C6:B9:3D:70,"""""","""eduroam""",-79,40,,"""Ch 6 [2.437 GHz]""","""1 Station, 32Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:53 PM,84:3D:C6:C7:C2:0F,"""""","""eduroam""",-56,85,,"""Ch 36 [5.180 GHz]""","""1 Station, 2Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:53 PM,00:3A:7D:34:EB:6F,"""""","""eduroam""",-69,70,,"""Ch 44 [5.220 GHz]""","""2 Stations, 6Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:53 PM,84:3D:C6:AD:B3:D0,"""""","""eduroam""",-61,82,,"""Ch 11 [2.462 GHz]""","""1 Station, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:53 PM,00:3A:7D:34:EB:60,"""""","""eduroam""",-59,83,,"""Ch 6 [2.437 GHz]""","""2 Stations, 43Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:53 PM,84:3D:C6:AD:80:60,"""""","""eduroam""",-69,70,,"""Ch 6 [2.437 GHz]""","""4 Stations, 30Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:10:53 PM,00:3A:7D:27:BA:30,"""""","""eduroam""",-64,80,,"""Ch 1 [2.412 GHz]""","""3 Stations, 44Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:10:53 PM,84:3D:C6:C7:C2:00,"""""","""eduroam""",-46,89,,"""Ch 1 [2.412 GHz]""","""2 Stations, 36Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:58 PM,84:3D:C6:C7:EF:20,"""""","""eduroam""",-84,29,,"""Ch 6 [2.437 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,84:3D:C6:B9:2C:A0,"""""","""eduroam""",-84,29,,"""Ch 1 [2.412 GHz]""","""0 Stations, 26Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,00:3A:7D:34:7C:10,"""""","""eduroam""",-81,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 45Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,00:3A:7D:12:45:80,"""""","""eduroam""",-82,33,,"""Ch 1 [2.412 GHz]""","""0 Stations, 49Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,00:3A:7D:34:E4:F0,"""""","""eduroam""",-81,35,,"""Ch 1 [2.412 GHz]""","""1 Station, 52Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:58 PM,84:3D:C6:B4:EA:50,"""""","""eduroam""",-76,50,,"""Ch 1 [2.412 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,84:3D:C6:AD:80:6F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""12 Stations, 2Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","12
"
2021-12-03 5:10:58 PM,84:3D:C6:B8:F3:5F,"""""","""eduroam""",-80,38,,"""Ch 64 [5.320 GHz]""","""11 Stations, 0Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","11
"
2021-12-03 5:10:58 PM,00:3A:7D:34:EB:70,"""""","""eduroam""",-83,31,,"""Ch 11 [2.462 GHz]""","""0 Stations, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,00:3A:7D:34:E8:B0,"""""","""eduroam""",-82,33,,"""Ch 11 [2.462 GHz]""","""1 Station, 29Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:58 PM,84:3D:C6:AD:80:C0,"""""","""eduroam""",-80,38,,"""Ch 6 [2.437 GHz]""","""2 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:58 PM,00:3A:7D:21:43:7F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""18 Stations, 12Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","18
"
2021-12-03 5:10:58 PM,84:3D:C6:B8:F3:50,"""""","""eduroam""",-69,70,,"""Ch 11 [2.462 GHz]""","""3 Stations, 36Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:10:58 PM,00:3A:7D:21:43:70,"""""","""eduroam""",-75,53,,"""Ch 6 [2.437 GHz]""","""0 Stations, 50Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,84:3D:C6:B9:2B:90,"""""","""eduroam""",-72,62,,"""Ch 1 [2.412 GHz]""","""0 Stations, 43Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:10:58 PM,84:3D:C6:C7:F1:E0,"""""","""eduroam""",-66,78,,"""Ch 6 [2.437 GHz]""","""3 Stations, 33Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:10:58 PM,84:3D:C6:AD:B3:DF,"""""","""eduroam""",-69,70,,"""Ch 60 [5.300 GHz]""","""4 Stations, 0Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:10:58 PM,84:3D:C6:C7:F1:EF,"""""","""eduroam""",-87,22,,"""Ch 52 [5.260 GHz]""","""2 Stations, 5Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:58 PM,84:3D:C6:B9:3D:70,"""""","""eduroam""",-78,43,,"""Ch 6 [2.437 GHz]""","""1 Station, 32Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:58 PM,84:3D:C6:C7:C2:0F,"""""","""eduroam""",-58,83,,"""Ch 36 [5.180 GHz]""","""1 Station, 2Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:58 PM,00:3A:7D:34:EB:6F,"""""","""eduroam""",-73,60,,"""Ch 44 [5.220 GHz]""","""1 Station, 2Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:58 PM,84:3D:C6:AD:B3:D0,"""""","""eduroam""",-59,83,,"""Ch 11 [2.462 GHz]""","""1 Station, 32Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:10:58 PM,00:3A:7D:34:EB:60,"""""","""eduroam""",-63,81,,"""Ch 6 [2.437 GHz]""","""2 Stations, 42Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:10:58 PM,84:3D:C6:AD:80:60,"""""","""eduroam""",-67,75,,"""Ch 6 [2.437 GHz]""","""4 Stations, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:10:58 PM,00:3A:7D:27:BA:30,"""""","""eduroam""",-68,72,,"""Ch 1 [2.412 GHz]""","""3 Stations, 43Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:10:58 PM,84:3D:C6:C7:C2:00,"""""","""eduroam""",-46,89,,"""Ch 1 [2.412 GHz]""","""2 Stations, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:03 PM,84:3D:C6:C7:EF:20,"""""","""eduroam""",-84,29,,"""Ch 6 [2.437 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,84:3D:C6:B9:2C:A0,"""""","""eduroam""",-84,29,,"""Ch 1 [2.412 GHz]""","""0 Stations, 26Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,00:3A:7D:34:7C:10,"""""","""eduroam""",-81,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 45Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,00:3A:7D:12:45:80,"""""","""eduroam""",-82,33,,"""Ch 1 [2.412 GHz]""","""0 Stations, 49Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,00:3A:7D:34:E4:F0,"""""","""eduroam""",-81,35,,"""Ch 1 [2.412 GHz]""","""1 Station, 52Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:03 PM,84:3D:C6:B4:EA:50,"""""","""eduroam""",-76,50,,"""Ch 1 [2.412 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,84:3D:C6:AD:80:6F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""12 Stations, 2Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","12
"
2021-12-03 5:11:03 PM,84:3D:C6:B8:F3:5F,"""""","""eduroam""",-81,35,,"""Ch 64 [5.320 GHz]""","""11 Stations, 1Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","11
"
2021-12-03 5:11:03 PM,00:3A:7D:34:EB:70,"""""","""eduroam""",-83,31,,"""Ch 11 [2.462 GHz]""","""0 Stations, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,00:3A:7D:34:E8:B0,"""""","""eduroam""",-82,33,,"""Ch 11 [2.462 GHz]""","""1 Station, 29Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:03 PM,84:3D:C6:AD:80:C0,"""""","""eduroam""",-80,38,,"""Ch 6 [2.437 GHz]""","""2 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:03 PM,84:3D:C6:B9:3A:70,"""""","""eduroam""",-81,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 32Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,00:3A:7D:21:43:7F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""18 Stations, 12Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","18
"
2021-12-03 5:11:03 PM,84:3D:C6:B8:F3:50,"""""","""eduroam""",-63,81,,"""Ch 11 [2.462 GHz]""","""3 Stations, 32Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:11:03 PM,00:3A:7D:21:43:70,"""""","""eduroam""",-70,67,,"""Ch 6 [2.437 GHz]""","""0 Stations, 54Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,84:3D:C6:B9:2B:90,"""""","""eduroam""",-72,62,,"""Ch 1 [2.412 GHz]""","""0 Stations, 43Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:03 PM,84:3D:C6:C7:F1:E0,"""""","""eduroam""",-66,78,,"""Ch 6 [2.437 GHz]""","""2 Stations, 38Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:03 PM,84:3D:C6:AD:B3:DF,"""""","""eduroam""",-65,80,,"""Ch 60 [5.300 GHz]""","""4 Stations, 1Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:11:03 PM,84:3D:C6:C7:F1:EF,"""""","""eduroam""",-80,38,,"""Ch 52 [5.260 GHz]""","""2 Stations, 4Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:03 PM,84:3D:C6:B9:3D:70,"""""","""eduroam""",-74,57,,"""Ch 6 [2.437 GHz]""","""1 Station, 33Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:03 PM,84:3D:C6:C7:C2:0F,"""""","""eduroam""",-56,85,,"""Ch 36 [5.180 GHz]""","""2 Stations, 3Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:03 PM,00:3A:7D:34:EB:6F,"""""","""eduroam""",-70,67,,"""Ch 44 [5.220 GHz]""","""1 Station, 4Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:03 PM,84:3D:C6:AD:B3:D0,"""""","""eduroam""",-60,82,,"""Ch 11 [2.462 GHz]""","""1 Station, 29Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:03 PM,00:3A:7D:34:EB:60,"""""","""eduroam""",-58,83,,"""Ch 6 [2.437 GHz]""","""2 Stations, 47Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:03 PM,84:3D:C6:AD:80:60,"""""","""eduroam""",-66,78,,"""Ch 6 [2.437 GHz]""","""4 Stations, 31Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:11:03 PM,00:3A:7D:27:BA:30,"""""","""eduroam""",-68,72,,"""Ch 1 [2.412 GHz]""","""3 Stations, 43Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:11:03 PM,84:3D:C6:C7:C2:00,"""""","""eduroam""",-45,89,,"""Ch 1 [2.412 GHz]""","""2 Stations, 35Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:08 PM,84:3D:C6:C7:EF:20,"""""","""eduroam""",-84,29,,"""Ch 6 [2.437 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,84:3D:C6:B9:2C:A0,"""""","""eduroam""",-84,29,,"""Ch 1 [2.412 GHz]""","""0 Stations, 26Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,00:3A:7D:34:7C:10,"""""","""eduroam""",-81,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 44Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,00:3A:7D:12:45:80,"""""","""eduroam""",-82,33,,"""Ch 1 [2.412 GHz]""","""0 Stations, 49Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,00:3A:7D:34:E4:F0,"""""","""eduroam""",-81,35,,"""Ch 1 [2.412 GHz]""","""1 Station, 52Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:08 PM,84:3D:C6:B4:EA:50,"""""","""eduroam""",-76,50,,"""Ch 1 [2.412 GHz]""","""0 Stations, 28Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,84:3D:C6:AD:80:6F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""12 Stations, 2Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","12
"
2021-12-03 5:11:08 PM,84:3D:C6:B8:F3:5F,"""""","""eduroam""",-81,35,,"""Ch 64 [5.320 GHz]""","""11 Stations, 1Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","11
"
2021-12-03 5:11:08 PM,00:3A:7D:34:EB:70,"""""","""eduroam""",-83,31,,"""Ch 11 [2.462 GHz]""","""0 Stations, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,00:3A:7D:34:E8:B0,"""""","""eduroam""",-82,33,,"""Ch 11 [2.462 GHz]""","""1 Station, 29Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:08 PM,84:3D:C6:AD:80:C0,"""""","""eduroam""",-82,33,,"""Ch 6 [2.437 GHz]""","""2 Stations, 30Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:08 PM,84:3D:C6:B9:3A:70,"""""","""eduroam""",-81,35,,"""Ch 11 [2.462 GHz]""","""0 Stations, 32Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,00:3A:7D:21:43:7F,"""""","""eduroam""",-87,22,,"""Ch 116 [5.580 GHz]""","""18 Stations, 12Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","18
"
2021-12-03 5:11:08 PM,84:3D:C6:B8:F3:50,"""""","""eduroam""",-69,70,,"""Ch 11 [2.462 GHz]""","""2 Stations, 32Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:08 PM,00:3A:7D:21:43:70,"""""","""eduroam""",-75,53,,"""Ch 6 [2.437 GHz]""","""0 Stations, 50Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,84:3D:C6:B9:2B:90,"""""","""eduroam""",-72,62,,"""Ch 1 [2.412 GHz]""","""0 Stations, 43Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","0
"
2021-12-03 5:11:08 PM,84:3D:C6:C7:F1:E0,"""""","""eduroam""",-72,62,,"""Ch 6 [2.437 GHz]""","""2 Stations, 34Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:08 PM,84:3D:C6:AD:B3:DF,"""""","""eduroam""",-69,70,,"""Ch 60 [5.300 GHz]""","""4 Stations, 1Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:11:08 PM,84:3D:C6:C7:F1:EF,"""""","""eduroam""",-80,38,,"""Ch 52 [5.260 GHz]""","""2 Stations, 4Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:08 PM,84:3D:C6:B9:3D:70,"""""","""eduroam""",-79,40,,"""Ch 6 [2.437 GHz]""","""1 Station, 31Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:08 PM,84:3D:C6:C7:C2:0F,"""""","""eduroam""",-58,83,,"""Ch 36 [5.180 GHz]""","""2 Stations, 1Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:08 PM,00:3A:7D:34:EB:6F,"""""","""eduroam""",-74,57,,"""Ch 44 [5.220 GHz]""","""1 Station, 5Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:08 PM,84:3D:C6:AD:B3:D0,"""""","""eduroam""",-59,83,,"""Ch 11 [2.462 GHz]""","""1 Station, 27Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","1
"
2021-12-03 5:11:08 PM,00:3A:7D:34:EB:60,"""""","""eduroam""",-63,81,,"""Ch 6 [2.437 GHz]""","""2 Stations, 41Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
2021-12-03 5:11:08 PM,84:3D:C6:AD:80:60,"""""","""eduroam""",-65,80,,"""Ch 6 [2.437 GHz]""","""4 Stations, 33Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","4
"
2021-12-03 5:11:08 PM,00:3A:7D:27:BA:30,"""""","""eduroam""",-68,72,,"""Ch 1 [2.412 GHz]""","""3 Stations, 43Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","3
"
2021-12-03 5:11:08 PM,84:3D:C6:C7:C2:00,"""""","""eduroam""",-45,89,,"""Ch 1 [2.412 GHz]""","""2 Stations, 33Xhannel Utilization""","""Wi-Fi [Intel(R) Wi-Fi 6 AX201 160MHz]""","2
"
